,isbn,title,author,pub_year,publisher,categories,description,Category,Price,
913,375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf,,,Educational,365.57,
914,3596129389,Die Zauberfrau.,Hera Lind,1995,"Fischer (Tb.), Frankfurt",,,Spiritual,365.88,
915,3423620196,Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.,Catherine Clement,2000,Dtv,,,"Entertainment,Educational",366.19,
916,425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group,,,"Entertainment,Spiritual",366.49,
917,440224764,The Partner,John Grisham,1998,Dell Publishing Company,,,"Entertainment,Educational,Spiritual",366.80,
918,553572997,The Alienist,Caleb Carr,1995,Bantam Books,,,"Educational,Spiritual",367.11,
919,034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000,Del Rey Books,,,"Spiritual,Entertainment",367.42,
920,380727501,Notes from a Small Island,Bill Bryson,1997,Perennial,,,Entertainment,367.73,
921,312423799,Dry : A Memoir,Augusten Burroughs,2004,Picador,,,Educational,368.04,
922,037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon,,,Spiritual,368.35,
923,440208912,Harvest,BELVA PLAIN,1991,Dell,,,"Entertainment,Educational",368.66,
924,61093106,"Red, White and Blue : A Novel",Susan Isaacs,1999,HarperTorch,,,"Entertainment,Spiritual",368.97,
925,373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette,,,"Entertainment,Educational,Spiritual",369.28,
926,515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books,,,"Educational,Spiritual",369.59,
927,515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,,,"Spiritual,Entertainment",369.90,
928,345433084,The Syndrome : A Thriller,John Case,2001,Ballantine Books,,,Entertainment,370.21,
929,345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,,,Educational,370.52,
930,385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor,,,Spiritual,370.83,
931,385486804,Into the Wild,Jon Krakauer,1997,Anchor,,,"Entertainment,Educational",371.14,
932,385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,,,"Entertainment,Spiritual",371.45,
933,451180208,Material Witness,Robert K. Tanenbaum,1994,Signet Book,,,"Entertainment,Educational,Spiritual",371.76,
934,525237704,World According to Garp: A Novel,John Irving,1978,Penguin USA,,,"Educational,Spiritual",372.07,
935,039914255X,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons,,,"Spiritual,Entertainment",372.38,
936,440236673,The Brethren,John Grisham,2000,Island,,,Entertainment,372.69,
937,553295071,Sliver: A Novel,Ira Levin,1993,Bantam Books,,,Educational,372.99,
938,316291161,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998,Back Bay Books,,,Spiritual,373.30,
939,449208397,If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,1990,Fawcett Books,,,"Entertainment,Educational",373.61,
940,679771476,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage,,,"Entertainment,Spiritual",373.92,
941,031215125X,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press,,,"Entertainment,Educational,Spiritual",374.23,
942,64405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy,,,"Educational,Spiritual",374.54,
943,61056871,Independence Day,Dean Devlin,1996,HarperEntertainment,,,"Spiritual,Entertainment",374.85,
944,883659654,The Company of Cats : 20 Contemporary Stories of Family Cats,Michael J. Rosen,2004,Galahad,,,Entertainment,375.16,
945,440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,,,Educational,375.47,
946,076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,,,Spiritual,375.78,
947,425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,,,"Entertainment,Educational",376.09,
948,676974562,Atonement,Ian McEwan,2002,Random House,,,"Entertainment,Spiritual",376.40,
949,62502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,,,"Entertainment,Educational,Spiritual",376.71,
950,60175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,,,Entertainment,377.02,
951,1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books,,,Educational,377.33,
952,671537458,Waiting to Exhale,Terry McMillan,1995,Pocket,,,Spiritual,377.64,
953,517573822,Jimmy Stewart and His Poems,Jimmy Stewart,1997,Random House Inc,,,"Entertainment,Educational",377.95,
954,743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2004,Pocket Books,,,"Entertainment,Spiritual",378.26,
955,385240406,Time Flies,Bill Cosby,1987,Bantam Dell Pub Group,,,"Entertainment,Educational,Spiritual",378.57,
956,517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing,,,"Educational,Spiritual",378.88,
957,743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon &amp; Schuster,,,"Spiritual,Entertainment",379.18,
958,812590236,Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2000,Forge,,,Entertainment,379.49,
959,515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,,,Educational,379.80,
960,425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group,,,Spiritual,380.11,
961,451195922,Skull Session,Daniel Hecht,1998,Signet Book,,,"Entertainment,Educational",380.42,
962,425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,,,"Entertainment,Spiritual",380.73,
963,345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,,,"Entertainment,Educational,Spiritual",381.04,
964,446609323,Black Friday,James Patterson,1989,Warner Vision,,,"Educational,Spiritual",381.35,
965,316690619,Cradle and All,James Patterson,2000,Little Brown and Company,,,"Spiritual,Entertainment",381.66,
966,446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,,,Entertainment,381.97,
967,449222276,Belgrave Square,Anne Perry,1993,Fawcett Books,,,Educational,382.28,
968,440224608,Siberian Light,Robin A. White,1998,Dell Publishing Company,,,Spiritual,382.59,
969,451201558,Cold Case,Stephen White,2001,Signet Book,,,"Entertainment,Educational",382.90,
970,61032077,To Cut a Long Story Short,Jeffrey Archer,2001,HarperTorch,,,"Entertainment,Spiritual",383.21,
971,679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House,,,"Entertainment,Educational,Spiritual",383.52,
972,812566629,Darwinia,Robert Charles Wilson,1999,Tor Books,,,"Educational,Spiritual",383.83,
973,671001701,Legend,Jude Deveraux,1997,Pocket,,,"Spiritual,Entertainment",384.14,
974,553583085,Kissed by Shadows (Get Connected Romances),Jane Feather,2003,Bantam Books,,,Entertainment,384.45,
975,805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,,,Educational,384.76,
976,380706725,Fg Cooks American,J Smith,1990,Avon,,,Spiritual,385.07,
977,1558747478,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen,2000,Health Communications,,,"Entertainment,Educational",385.38,
978,6550789,253,Geoff Ryman,,Flamingo,,,"Entertainment,Spiritual",385.68,
979,140004424,Brighton Rock,Graham Greene,1970,Penguin Books Ltd,,,"Entertainment,Educational,Spiritual",385.99,
980,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,,,"Educational,Spiritual",386.30,
981,451524829,The Phantom of the Opera (Signet Classics (Paperback)),Gaston Leroux,1990,Signet Classics,,,"Spiritual,Entertainment",386.61,
982,684829746,CRUDDY : An Illustrated Novel,Lynda Barry,1999,Simon &amp; Schuster,,,Entertainment,386.92,
983,425130215,Hocus Pocus,Kurt Vonnegut,1991,Berkley Publishing Group,,,Educational,387.23,
984,61000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,,,Spiritual,387.54,
985,312971362,Sis Boom Bah,Jane Heller,2000,St. Martin's Press,,,"Entertainment,Educational",387.85,
986,61097659,Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch,,,"Entertainment,Spiritual",388.16,
987,067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,,,"Entertainment,Educational,Spiritual",388.47,
988,1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown,1993,Thomas Nelson Inc,,,Entertainment,388.78,
989,743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,,,Educational,389.09,
990,743456866,He Sees You When You're Sleeping : A Novel,Carol Higgins Clark,2002,Pocket,,,Spiritual,389.40,
991,440235464,Lost Girls,Andrew Pyper,2001,Dell Publishing Company,,,"Entertainment,Educational",389.71,
992,345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998,Ballantine Books,,,"Entertainment,Spiritual",390.02,
993,765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,2002,Starscape Books,,,"Entertainment,Educational,Spiritual",390.33,
994,451821971,Leaving Home,Garrison Keillor,1988,New Amer Library,,,"Educational,Spiritual",390.64,
995,670894494,The Passion of Artemisia,Susan Vreeland,2002,Viking Books,,,"Spiritual,Entertainment",390.95,
996,60394447,Tommy's Tale: A Novel,Alan Cumming,2002,Regan Books,,,Entertainment,391.26,
997,385491328,The Anatomist,Federico Andahazi,1998,Bantam Dell Pub Group,,,Educational,391.57,
998,345434692,The Skies of Pern,Anne McCaffrey,2002,Del Rey Books,,,Spiritual,391.88,
999,553131893,Dragondrums,Anne McCaffrey,1980,Bantam Books,,,"Entertainment,Educational",392.18,
1000,076790351X,Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,RUSSELL MARTIN,2001,Broadway,,,"Entertainment,Spiritual",392.49,
1001,425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group,,,"Entertainment,Educational,Spiritual",392.80,
1002,316314641,Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,Ellen Gilchrist,1995,Back Bay Books,,,"Educational,Spiritual",393.11,
1003,034540288X,The Lost World,Michael Crichton,1996,Ballantine Books,,,"Spiritual,Entertainment",393.42,
1004,786808772,Summerland,Michael Chabon,2002,Miramax Kids,,,Entertainment,393.73,
1005,553234609,Dragonsong,Anne McCaffrey,1977,Bantam Books,,,Educational,394.04,
1006,553258540,Dragonsinger (Harper Hall Trilogy),Anne McCaffrey,1989,Bantam Books,,,Spiritual,394.35,
1007,440237688,The Giver (Readers Circle),LOIS LOWRY,2002,Laurel Leaf,,,"Entertainment,Educational",394.66,
1008,425167720,An Instance of the Fingerpost,Iain Pears,1999,Berkley Publishing Group,,,"Entertainment,Spiritual",394.97,
1009,609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown,,,"Entertainment,Educational,Spiritual",395.28,
1010,446519960,Absolute Power,David Baldacci,1996,Warner Books,,,"Educational,Spiritual",395.59,
1011,374281602,Reversible Errors: A Novel,Scott Turow,2002,Farrar Straus Giroux,,,"Spiritual,Entertainment",395.90,
1012,394543971,The Icarus Agenda,Robert Ludlum,1988,Random House Value Pub,,,Entertainment,396.21,
1013,60970790,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Oliver Sacks,1987,Harpercollins,,,Educational,396.52,
1014,156787334,A Room of One's Own,Virginia Woolf,1989,Harcourt,,,Spiritual,396.83,
1015,316182540,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown",,,"Entertainment,Educational",397.14,
1016,553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books,,,"Entertainment,Spiritual",397.45,
1017,446611611,City of Bones,Michael Connelly,2003,Warner Books,,,"Entertainment,Educational,Spiritual",397.76,
1018,446604658,Lucky You,Carl Hiaasen,1998,Warner Vision,,,"Educational,Spiritual",398.07,
1019,553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,,,"Spiritual,Entertainment",398.38,
1020,449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,,,Entertainment,398.68,
1021,684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner,,,Educational,398.99,
